位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,KsTs,桶1:超强成牌,76.74,65.72,78.54,-14.4%,+2.3%
OOP,KcTc,桶1:超强成牌,77.10,65.90,78.75,-14.5%,+2.1%
OOP,KcQs,桶1:超强成牌,78.82,68.52,81.88,-13.1%,+3.9%
OOP,KcQd,桶1:超强成牌,78.83,68.50,81.86,-13.1%,+3.8%
OOP,KcQh,桶1:超强成牌,78.83,68.50,81.86,-13.1%,+3.8%
OOP,KsJs,桶1:超强成牌,79.23,67.07,80.15,-15.3%,+1.2%
OOP,KsQs,桶1:超强成牌,79.44,68.86,82.28,-13.3%,+3.6%
OOP,KsQc,桶1:超强成牌,79.49,68.85,82.28,-13.4%,+3.5%
OOP,KsQd,桶1:超强成牌,79.50,68.85,82.28,-13.4%,+3.5%
OOP,KsQh,桶1:超强成牌,79.50,68.85,82.28,-13.4%,+3.5%
OOP,KcJc,桶1:超强成牌,79.52,66.92,79.97,-15.8%,+0.6%
OOP,KcQc,桶1:超强成牌,79.71,68.72,82.12,-13.8%,+3.0%
OOP,AdKc,桶1:超强成牌,83.71,72.07,86.12,-13.9%,+2.9%
OOP,AhKc,桶1:超强成牌,83.71,72.07,86.12,-13.9%,+2.9%
OOP,AsKc,桶1:超强成牌,84.09,72.28,86.38,-14.0%,+2.7%
OOP,AcKs,桶1:超强成牌,84.69,73.43,87.75,-13.3%,+3.6%
OOP,AdKs,桶1:超强成牌,84.81,73.18,87.45,-13.7%,+3.1%
OOP,AhKs,桶1:超强成牌,84.81,73.18,87.45,-13.7%,+3.1%
OOP,AcKc,桶1:超强成牌,85.04,72.77,86.96,-14.4%,+2.3%
OOP,AsKs,桶1:超强成牌,85.48,73.53,87.87,-14.0%,+2.8%
OOP,KsKc,桶1:超强成牌,138.00,86.89,103.83,-37.0%,-24.8%
IP,9s6s,桶7:纯空气,4.53,3.95,3.63,-12.6%,-19.8%
IP,As6s,桶7:纯空气,4.68,5.83,5.35,+24.7%,+14.4%
IP,8s6s,桶7:纯空气,4.77,3.54,3.25,-25.8%,-31.9%
IP,Ts7s,桶7:纯空气,4.92,4.80,4.40,-2.3%,-10.4%
IP,9s7s,桶7:纯空气,4.95,4.23,3.88,-14.6%,-21.6%
IP,Ts8s,桶7:纯空气,5.02,4.64,4.25,-7.7%,-15.3%
IP,As7s,桶7:纯空气,5.06,5.98,5.49,+18.4%,+8.6%
IP,Js8s,桶7:纯空气,5.16,4.57,4.19,-11.6%,-18.9%
IP,9s8s,桶7:纯空气,5.18,4.39,4.03,-15.2%,-22.2%
IP,8s7s,桶7:纯空气,5.20,3.76,3.45,-27.7%,-33.6%
IP,6s4s,桶7:纯空气,5.40,3.28,3.01,-39.3%,-44.3%
IP,As8s,桶7:纯空气,5.49,6.24,5.72,+13.5%,+4.1%
IP,As4s,桶7:纯空气,5.65,5.81,5.33,+2.9%,-5.6%
IP,As2s,桶7:纯空气,5.76,5.79,5.31,+0.5%,-7.8%
IP,As3s,桶7:纯空气,5.93,5.79,5.32,-2.3%,-10.3%
IP,7s6s,桶7:纯空气,6.00,3.95,3.62,-34.3%,-39.7%
IP,Ts9s,桶7:纯空气,6.06,4.90,4.50,-19.1%,-25.8%
IP,Qs8s,桶7:纯空气,6.09,5.15,4.72,-15.5%,-22.5%
IP,Js9s,桶7:纯空气,6.17,4.80,4.41,-22.1%,-28.6%
IP,As9s,桶7:纯空气,6.36,6.84,6.28,+7.6%,-1.3%
IP,9c6c,桶6:弱听牌,6.54,5.00,6.20,-23.6%,-5.3%
IP,9d6d,桶6:弱听牌,6.57,4.94,6.12,-24.8%,-6.8%
IP,9h6h,桶6:弱听牌,6.57,4.94,6.12,-24.8%,-6.8%
IP,8c6c,桶6:弱听牌,6.88,4.96,6.14,-27.9%,-10.7%
IP,Tc7c,桶6:弱听牌,6.89,5.72,7.09,-16.9%,+2.9%
IP,Tc8c,桶6:弱听牌,6.95,5.57,6.90,-19.9%,-0.7%
IP,8d6d,桶6:弱听牌,6.98,4.90,6.06,-29.8%,-13.1%
IP,8h6h,桶6:弱听牌,6.98,4.90,6.06,-29.8%,-13.1%
IP,9c7c,桶6:弱听牌,6.98,5.29,6.55,-24.3%,-6.2%
IP,9d7d,桶6:弱听牌,7.02,5.25,6.50,-25.3%,-7.4%
IP,9h7h,桶6:弱听牌,7.02,5.25,6.50,-25.3%,-7.4%
IP,Td7d,桶6:弱听牌,7.04,5.71,7.08,-18.8%,+0.5%
IP,Th7h,桶6:弱听牌,7.04,5.71,7.08,-18.8%,+0.5%
IP,Jc8c,桶6:弱听牌,7.09,5.48,6.79,-22.7%,-4.2%
IP,Td8d,桶6:弱听牌,7.11,5.54,6.87,-22.0%,-3.4%
IP,Th8h,桶6:弱听牌,7.11,5.54,6.87,-22.0%,-3.4%
IP,9c8c,桶6:弱听牌,7.19,5.38,6.67,-25.1%,-7.3%
IP,Qs9s,桶7:纯空气,7.22,5.26,4.82,-27.2%,-33.2%
IP,AsTd,桶7:纯空气,7.23,7.93,7.28,+9.7%,+0.7%
IP,AsTh,桶7:纯空气,7.23,7.93,7.28,+9.7%,+0.7%
IP,9d8d,桶6:弱听牌,7.23,5.34,6.61,-26.2%,-8.6%
IP,9h8h,桶6:弱听牌,7.23,5.34,6.61,-26.2%,-8.6%
IP,Jd8d,桶6:弱听牌,7.26,5.46,6.77,-24.8%,-6.8%
IP,Jh8h,桶6:弱听牌,7.26,5.46,6.77,-24.8%,-6.8%
IP,AsTs,桶7:纯空气,7.31,8.18,7.51,+12.0%,+2.7%
IP,8c7c,桶6:弱听牌,7.32,5.18,6.42,-29.2%,-12.3%
IP,AsTc,桶7:纯空气,7.35,8.10,7.43,+10.3%,+1.2%
IP,Ac6c,桶6:弱听牌,7.40,6.76,8.37,-8.7%,+13.1%
IP,8d7d,桶6:弱听牌,7.44,5.17,6.40,-30.5%,-13.9%
IP,8h7h,桶6:弱听牌,7.44,5.17,6.40,-30.5%,-13.9%
IP,JsTs,桶7:纯空气,7.47,5.35,4.91,-28.4%,-34.3%
IP,Ad6d,桶6:弱听牌,7.48,6.80,8.42,-9.2%,+12.5%
IP,Ah6h,桶6:弱听牌,7.48,6.80,8.42,-9.2%,+12.5%
IP,AcTs,桶7:纯空气,7.52,7.92,7.27,+5.3%,-3.4%
IP,AcTd,桶7:纯空气,7.54,7.93,7.28,+5.2%,-3.5%
IP,AcTh,桶7:纯空气,7.54,7.93,7.28,+5.2%,-3.5%
IP,AdTs,桶7:纯空气,7.59,8.03,7.37,+5.8%,-2.9%
IP,AhTs,桶7:纯空气,7.59,8.03,7.37,+5.8%,-2.9%
IP,AhTd,桶7:纯空气,7.61,8.01,7.35,+5.2%,-3.5%
IP,AdTh,桶7:纯空气,7.61,8.01,7.35,+5.2%,-3.5%
IP,6d4d,桶6:弱听牌,7.70,4.78,5.93,-37.9%,-23.0%
IP,6h4h,桶6:弱听牌,7.70,4.78,5.93,-37.9%,-23.0%
IP,AdTc,桶7:纯空气,7.75,8.16,7.49,+5.3%,-3.4%
IP,AhTc,桶7:纯空气,7.75,8.16,7.49,+5.3%,-3.4%
IP,6c4c,桶6:弱听牌,7.80,4.80,5.95,-38.4%,-23.7%
IP,Ac7c,桶6:弱听牌,7.81,6.90,8.55,-11.6%,+9.5%
IP,Ad7d,桶6:弱听牌,7.92,7.00,8.67,-11.6%,+9.5%
IP,Ah7h,桶6:弱听牌,7.92,7.00,8.67,-11.6%,+9.5%
IP,Ac8c,桶6:弱听牌,8.18,7.46,9.24,-8.7%,+13.0%
IP,Tc9c,桶6:弱听牌,8.19,5.87,7.27,-28.3%,-11.2%
IP,Ad8d,桶6:弱听牌,8.30,7.80,9.66,-6.0%,+16.4%
IP,Ah8h,桶6:弱听牌,8.30,7.80,9.66,-6.0%,+16.4%
IP,Td9d,桶6:弱听牌,8.31,5.79,7.17,-30.3%,-13.7%
IP,Th9h,桶6:弱听牌,8.31,5.79,7.17,-30.3%,-13.7%
IP,7d6d,桶6:弱听牌,8.31,5.44,6.74,-34.5%,-18.9%
IP,7h6h,桶6:弱听牌,8.31,5.44,6.74,-34.5%,-18.9%
IP,Qc8c,桶6:弱听牌,8.31,6.11,7.57,-26.5%,-9.0%
IP,Jc9c,桶6:弱听牌,8.32,5.74,7.11,-31.1%,-14.6%
IP,7c6c,桶6:弱听牌,8.35,5.50,6.81,-34.1%,-18.4%
IP,Jd9d,桶6:弱听牌,8.41,5.66,7.01,-32.8%,-16.7%
IP,Jh9h,桶6:弱听牌,8.41,5.66,7.01,-32.8%,-16.7%
IP,Qd8d,桶6:弱听牌,8.59,6.10,7.56,-29.0%,-12.0%
IP,Qh8h,桶6:弱听牌,8.59,6.10,7.56,-29.0%,-12.0%
IP,AsJd,桶7:纯空气,8.62,10.11,9.27,+17.2%,+7.5%
IP,AsJh,桶7:纯空气,8.62,10.11,9.27,+17.2%,+7.5%
IP,Ac2c,桶6:弱听牌,8.63,6.52,8.08,-24.4%,-6.4%
IP,AsJs,桶7:纯空气,8.66,10.27,9.43,+18.6%,+8.8%
IP,Ac4c,桶6:弱听牌,8.67,6.54,8.10,-24.6%,-6.5%
IP,Ac3c,桶6:弱听牌,8.78,6.52,8.08,-25.7%,-7.9%
IP,AsJc,桶7:纯空气,8.78,10.37,9.52,+18.1%,+8.3%
IP,QsTs,桶7:纯空气,8.89,6.72,6.16,-24.5%,-30.7%
IP,AcJs,桶7:纯空气,8.92,10.20,9.36,+14.4%,+5.0%
IP,AcJd,桶7:纯空气,8.92,10.06,9.23,+12.8%,+3.4%
IP,AcJh,桶7:纯空气,8.92,10.06,9.23,+12.8%,+3.4%
IP,AdJs,桶7:纯空气,8.98,10.33,9.48,+15.0%,+5.5%
IP,AhJs,桶7:纯空气,8.98,10.33,9.48,+15.0%,+5.5%
IP,AhJd,桶7:纯空气,8.99,10.18,9.34,+13.2%,+3.9%
IP,AdJh,桶7:纯空气,8.99,10.18,9.34,+13.2%,+3.9%
IP,Ad4d,桶6:弱听牌,9.05,6.66,8.25,-26.4%,-8.8%
IP,Ah4h,桶6:弱听牌,9.05,6.66,8.25,-26.4%,-8.8%
IP,5s4s,桶3:中等成牌,9.08,11.49,10.64,+26.5%,+17.2%
IP,Ad2d,桶6:弱听牌,9.08,6.66,8.25,-26.6%,-9.1%
IP,Ah2h,桶6:弱听牌,9.08,6.66,8.25,-26.6%,-9.1%
IP,Ac9c,桶6:弱听牌,9.12,8.80,10.90,-3.5%,+19.6%
IP,AdJc,桶7:纯空气,9.12,10.44,9.58,+14.5%,+5.0%
IP,AhJc,桶7:纯空气,9.12,10.44,9.58,+14.5%,+5.0%
IP,Ad9d,桶6:弱听牌,9.16,8.86,10.98,-3.3%,+19.8%
IP,Ah9h,桶6:弱听牌,9.16,8.86,10.98,-3.3%,+19.8%
IP,5s3s,桶3:中等成牌,9.17,11.65,10.79,+27.0%,+17.6%
IP,Ad3d,桶6:弱听牌,9.23,6.67,8.26,-27.7%,-10.5%
IP,Ah3h,桶6:弱听牌,9.23,6.67,8.26,-27.7%,-10.5%
IP,QsJs,桶7:纯空气,9.38,7.32,6.72,-22.0%,-28.4%
IP,Qc9c,桶6:弱听牌,9.73,6.67,8.26,-31.4%,-15.1%
IP,6s5s,桶3:中等成牌,9.73,12.73,11.79,+30.9%,+21.2%
IP,Qd9d,桶6:弱听牌,9.91,6.56,8.13,-33.8%,-18.0%
IP,Qh9h,桶6:弱听牌,9.91,6.56,8.13,-33.8%,-18.0%
IP,JcTc,桶6:弱听牌,10.08,7.45,9.23,-26.1%,-8.4%
IP,4s4d,桶3:中等成牌,10.09,8.53,7.90,-15.5%,-21.7%
IP,4s4h,桶3:中等成牌,10.09,8.53,7.90,-15.5%,-21.7%
IP,4s4c,桶3:中等成牌,10.12,8.49,7.87,-16.1%,-22.3%
IP,4h4d,桶3:中等成牌,10.18,8.53,7.90,-16.2%,-22.4%
IP,2h2d,桶3:中等成牌,10.19,8.48,7.85,-16.8%,-23.0%
IP,7s5s,桶3:中等成牌,10.21,13.56,12.55,+32.8%,+23.0%
IP,4d4c,桶3:中等成牌,10.21,8.49,7.86,-16.8%,-23.0%
IP,4h4c,桶3:中等成牌,10.21,8.49,7.86,-16.8%,-23.0%
IP,2s2d,桶3:中等成牌,10.24,8.48,7.85,-17.2%,-23.3%
IP,2s2h,桶3:中等成牌,10.24,8.48,7.85,-17.2%,-23.3%
IP,2d2c,桶3:中等成牌,10.25,8.48,7.85,-17.3%,-23.4%
IP,2h2c,桶3:中等成牌,10.25,8.48,7.85,-17.3%,-23.4%
IP,JdTd,桶6:弱听牌,10.28,7.25,8.98,-29.5%,-12.7%
IP,JhTh,桶6:弱听牌,10.28,7.25,8.98,-29.5%,-12.7%
IP,2s2c,桶3:中等成牌,10.30,8.48,7.85,-17.7%,-23.8%
IP,3h3d,桶3:中等成牌,10.30,8.58,7.94,-16.7%,-22.9%
IP,3d3c,桶3:中等成牌,10.38,8.58,7.94,-17.3%,-23.4%
IP,3h3c,桶3:中等成牌,10.38,8.58,7.94,-17.3%,-23.4%
IP,3s3d,桶3:中等成牌,10.38,8.58,7.94,-17.3%,-23.4%
IP,3s3h,桶3:中等成牌,10.38,8.58,7.94,-17.3%,-23.4%
IP,3s3c,桶3:中等成牌,10.45,8.58,7.94,-17.9%,-24.0%
IP,AcTc,桶6:弱听牌,10.66,10.82,13.40,+1.5%,+25.8%
IP,AdTd,桶6:弱听牌,10.78,10.85,13.44,+0.6%,+24.6%
IP,AhTh,桶6:弱听牌,10.78,10.85,13.44,+0.6%,+24.6%
IP,5d4d,桶3:中等成牌,11.63,13.49,12.49,+16.0%,+7.4%
IP,5h4h,桶3:中等成牌,11.63,13.49,12.49,+16.0%,+7.4%
IP,5d3d,桶3:中等成牌,11.66,13.62,12.61,+16.8%,+8.1%
IP,5h3h,桶3:中等成牌,11.66,13.62,12.61,+16.8%,+8.1%
IP,QcTc,桶6:弱听牌,11.83,9.00,11.15,-23.9%,-5.7%
IP,AcJc,桶6:弱听牌,12.02,13.00,16.10,+8.2%,+34.0%
IP,AdJd,桶6:弱听牌,12.12,13.00,16.11,+7.2%,+32.8%
IP,AhJh,桶6:弱听牌,12.12,13.00,16.11,+7.2%,+32.8%
IP,QdTd,桶6:弱听牌,12.22,9.05,11.21,-25.9%,-8.2%
IP,QhTh,桶6:弱听牌,12.22,9.05,11.21,-25.9%,-8.2%
IP,6d5d,桶3:中等成牌,12.22,14.74,13.65,+20.6%,+11.6%
IP,6h5h,桶3:中等成牌,12.22,14.74,13.65,+20.6%,+11.6%
IP,QcJc,桶6:弱听牌,12.34,9.36,11.59,-24.2%,-6.1%
IP,AsQs,桶7:纯空气,12.55,15.87,14.56,+26.4%,+16.0%
IP,AsQc,桶7:纯空气,12.71,15.83,14.53,+24.5%,+14.3%
IP,AsQd,桶7:纯空气,12.76,15.89,14.58,+24.5%,+14.3%
