位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
IP,Ad7d,桶7:纯空气,4.78,6.94,6.41,+45.2%,+34.2%
IP,Ah7h,桶7:纯空气,4.78,6.94,6.41,+45.2%,+34.2%
IP,AcTc,桶7:纯空气,4.79,7.42,6.86,+54.8%,+43.1%
IP,AdTd,桶7:纯空气,4.79,7.42,6.86,+54.8%,+43.1%
IP,AhTh,桶7:纯空气,4.79,7.42,6.86,+54.8%,+43.1%
IP,KcJc,桶7:纯空气,4.79,4.47,4.13,-6.7%,-13.8%
IP,KdJd,桶7:纯空气,4.79,4.47,4.13,-6.7%,-13.8%
IP,KhJh,桶7:纯空气,4.79,4.47,4.13,-6.7%,-13.8%
IP,Ac5c,桶7:纯空气,4.83,6.42,5.93,+33.0%,+22.9%
IP,Ad5d,桶7:纯空气,4.83,6.42,5.93,+33.0%,+22.9%
IP,Ah5h,桶7:纯空气,4.83,6.42,5.93,+33.0%,+22.9%
IP,Ac9c,桶7:纯空气,4.84,7.13,6.59,+47.1%,+36.0%
IP,Ad9d,桶7:纯空气,4.84,7.13,6.59,+47.1%,+36.0%
IP,Ah9h,桶7:纯空气,4.84,7.13,6.59,+47.1%,+36.0%
IP,KdQc,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KhQc,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KcQd,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KhQd,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KcQh,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KdQh,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KcQc,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KdQd,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KhQh,桶7:纯空气,5.16,5.18,4.79,+0.3%,-7.3%
IP,KcTc,桶7:纯空气,5.30,4.69,4.34,-11.5%,-18.2%
IP,KdTd,桶7:纯空气,5.30,4.69,4.34,-11.5%,-18.2%
IP,KhTh,桶7:纯空气,5.30,4.69,4.34,-11.5%,-18.2%
IP,AcJc,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AdJd,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AhJh,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AdJc,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AhJc,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AcJd,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AhJd,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AcJh,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,AdJh,桶7:纯空气,5.39,8.23,7.60,+52.8%,+41.2%
IP,Kc5c,桶7:纯空气,5.44,4.40,4.06,-19.2%,-25.3%
IP,Kd5d,桶7:纯空气,5.44,4.40,4.06,-19.2%,-25.3%
IP,Kh5h,桶7:纯空气,5.44,4.40,4.06,-19.2%,-25.3%
IP,Kc7c,桶7:纯空气,5.46,4.86,4.49,-11.1%,-17.8%
IP,Kd7d,桶7:纯空气,5.46,4.86,4.49,-11.1%,-17.8%
IP,Kh7h,桶7:纯空气,5.46,4.86,4.49,-11.1%,-17.8%
IP,Kc9c,桶7:纯空气,5.47,4.72,4.36,-13.8%,-20.4%
IP,Kd9d,桶7:纯空气,5.47,4.72,4.36,-13.8%,-20.4%
IP,Kh9h,桶7:纯空气,5.47,4.72,4.36,-13.8%,-20.4%
IP,QcJc,桶7:纯空气,5.55,4.05,3.75,-27.0%,-32.6%
IP,QdJd,桶7:纯空气,5.55,4.05,3.75,-27.0%,-32.6%
IP,QhJh,桶7:纯空气,5.55,4.05,3.75,-27.0%,-32.6%
IP,JcTc,桶7:纯空气,5.82,4.71,4.35,-19.1%,-25.2%
IP,JdTd,桶7:纯空气,5.82,4.71,4.35,-19.1%,-25.2%
IP,JhTh,桶7:纯空气,5.82,4.71,4.35,-19.1%,-25.2%
IP,QcTc,桶7:纯空气,5.94,4.68,4.33,-21.1%,-27.1%
IP,QdTd,桶7:纯空气,5.94,4.68,4.33,-21.1%,-27.1%
IP,QhTh,桶7:纯空气,5.94,4.68,4.33,-21.1%,-27.1%
IP,Jc9c,桶7:纯空气,5.98,4.97,4.60,-16.9%,-23.2%
IP,Jd9d,桶7:纯空气,5.98,4.97,4.60,-16.9%,-23.2%
IP,Jh9h,桶7:纯空气,5.98,4.97,4.60,-16.9%,-23.2%
IP,Qc9c,桶7:纯空气,6.09,4.92,4.55,-19.1%,-25.3%
IP,Qd9d,桶7:纯空气,6.09,4.92,4.55,-19.1%,-25.3%
IP,Qh9h,桶7:纯空气,6.09,4.92,4.55,-19.1%,-25.3%
IP,AcQc,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AdQd,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AhQh,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AdQc,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AhQc,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AcQd,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AhQd,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AcQh,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AdQh,桶7:纯空气,7.24,10.09,9.33,+39.4%,+28.8%
IP,AdKc,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
IP,AhKc,桶7:纯空气,9.16,11.93,11.02,+30.2%,+20.3%
